三森あかね,アイカツ!
荒木レナ,Tokyo7thシスターズ
水本ゆかり,アイドルマスターシンデレラガールズ
バラ,ポケットモンスター XY&Z
木崎しずか,アイカツ!
波照間みなみ,アイカツ!
宇田慧,ハイスクール・フリート
葉波ゆずか,魔法少女なんてもういいですから。
和泉紗霧,エロマンガ先生
システィーナ=フィーベル,ロクでなし魔術講師と禁忌教典
レヴィアタン,sin七つの大罪
三国山蚕,妹さえいればいい。
大谷つくし,イナズマイレブン アレスの天秤
相模楓,RELEASE_THE_SPYCE
一期一振,天華百剣
