高倉陽毬,輪るピングドラム
ペンギン三号,輪るピングドラム
シズク,HUNTER×HUNTER(2011年版)
ソニア・ネヴァーマインド,スーパーダンガンロンパ2
ヘレナ,ポケットモンスターベストウイッシュシーズン2エピソードN
柊真琴,ガールフレンド(仮)
カトウ,直球表題ロボットアニメ
奥田愛美,暗殺教室(JSAT2013版)
英純恋子,悪魔のリドル
青葉鳴子,魔法少女大戦
百合城銀子,ユリ熊嵐
ベロア,ファイアーエムブレムif
