グルド,ドラゴンボールZ
魔人ブウ/ミスターブウ,ドラゴンボールシリーズ
オトコスキー,ドラゴンボールZ
兵庫第三協栄丸,忍たま乱太郎
ザビー,戦国BASARA
今川義元,戦国BASARA
オレーグモン(イラスト左),デジモンクロスウォーズ悪のデスジェネラルと七つの王国
べし,もーれつア太郎(1990年版)
ロベルト,機動戦士Ζガンダム
ドリルマックス,勇者エクスカイザー
子泣き爺,ゲゲゲの鬼太郎(第4作)
ウナギイヌ,レレレの天才バカボン
ポロネズ,勇者王ガオガイガー
天海勇,勇者王ガオガイガー
モンド・アガケ,機動戦士ガンダムΖΖ※1
