剣ミスミ,NARUTO
オモイ,NARUTO
スタースクリーム,トランスフォーマー ロボットマスターズ（OVA）
レジアイス,劇場版ポケットモンスターアドバンスジェネレーション ミュウと波導の勇者ルカリオ（劇場版）
村上,逆境無頼カイジ
ラクダッチ,GO!GO!選挙
橡兜次,ルー=ガルー（劇場版）
ディミオスソード・ドラゴン,フューチャーカードバディファイト
なめこ先輩,なめこ～せかいのともだち～＊画像左
