機動戦士ガンダム,ララァ・スン
機動戦士ガンダム,イセリナ・エッシェンバッハ
新竹取物語 1000年女王,雪野弥生/ラー・アンドロメダ・プロメシューム
トム・ソーヤーの冒険,ベッキー・サッチャー
ヤマトよ永遠に,サーシャ／真田澪
ビデオ戦士レザリオン,オリビア
映画ドラえもんのび太の宇宙小戦争,パピ
聖闘士星矢,城戸沙織 / 女神アテナ
銀河英雄伝説,アンネローゼ・フォン・グリューネワルト
美少女戦士セーラームーン,ルナ
美少女戦士セーラームーン,クイン・ベリル
ポケットモンスター,ウチキド博士
HUNTER×HUNTER,ミト※2011年版
グランブルーファンタジー,ロボミ
"",""
