闘士ウルトラマンタロウ,ウルトラマン超闘士激伝
闘士ゼットン,ウルトラマン超闘士激伝
ヘンリー,きかんしゃトーマス（フジテレビ版）
コウ・ウラキ,機動戦士ガンダム0083
ラインハルト,銀河英雄伝説
地獄童子,ゲゲゲの鬼太郎（3期）
ゲリリ少佐,ケロロ軍曹
鬼丸猛,剣勇伝説YAIBA
横島忠夫,GS美神
ザルチム,金色のガッシュベル!!
谷本夏,史上最強の弟子ケンイチ
キアイリュウケン,疾風!アイアンリーガー
ヤマトウォーリア,新ビックリマン
アンドロメダ瞬,聖闘士星矢
フェレスモン,デジモンクロスウォーズ 〜時を駆ける少年ハンターたち〜
マクラモン,デジモンテイマーズ
マイン・ザ・EGマイン,トライガン
ベジータ,ドラゴンボール
原子力,まじかる☆タルるートくん
夏木六三四,六三四の剣
服部平次,名探偵コナン
鴉,幽遊白書
広野健太,夢戦士ウイングマン
