クラピカ,HUNTER×HUNTER(1999年版)
不二周助,テニスの王子様
不二由美子,テニスの王子様
ダーク・キリサキ,ロックマンエグゼ
安倍昌浩,少年陰陽師
双葉ツカサ,流星のロックマン
焔,セキレイ
エキドナ,クイーンズブレイド
ペリドット,ジュエルペット
ロココ・ウルパ,イナズマイレブン
セイン,イナズマイレブン
渡ダイキ,クロスファイトビーダマン
緋村剣路,るろうに剣心(OVA)
中国,Axis Powers ヘタリア
台湾,Axis Powers ヘタリア
花たまご,Axis Powers ヘタリア
倉知ショウ,電脳冒険記ウェブダイバー
オズマ,ベイブレード
鈴木秋,ふたつのスピカ
リオウ,彩雲国物語
ポルフィ,ポルフィの長い旅
七瀬晃,ジュエルペット
ガチイエロー,みつどもえ
凰花,.hack//
天空闘技場200階スタッフ,HUNTER×HUNTER(1999年版)
アレクサンドラ=ガルシア,黒子のバスケ
カロン,電脳冒険記ウェブダイバー
ロック/クロロ,Go!プリンセスプリキュア
琥珀,異世界はスマートフォンとともに。
"",""
